epoch_number,mini_batch_number,score_loss,geometry_loss,loss
1,1,7.506611896151284,123.0673076923077,130.57391958845898
1,2,9.64220317422188,128.74608061989508,138.38828379411697
1,3,7.737505930970902,132.94636528727972,140.68387121825063
1,4,8.545597869285842,128.8352105990831,137.38080846836894
1,5,6.756174810243113,144.4635240980505,151.21969890829362
1,6,8.141559755038077,135.1899882101244,143.33154796516249
1,7,7.391163535651074,132.04510631955338,139.43626985520444
1,8,7.968395118467045,134.69912337449585,142.6675184929629
1,9,8.545597639381512,135.39738558906154,143.94298322844304
1,10,8.430159715085324,130.5533407770213,138.98350049210663
1,11,8.430159853862822,138.97193349878256,147.40209335264538
1,12,8.430159771397411,134.5050746811661,142.9352344525635
1,13,8.026116772607377,132.93157126063068,140.95768803323804
1,14,6.987083357118584,128.23422255060802,135.22130590772662
1,15,7.737505865151753,136.31023934377203,144.04774520892377
1,16,7.67978292155369,132.80053695809164,140.48031987964532
1,17,7.622059642587434,127.16885207352375,134.7909117161112
1,18,7.2179880172174125,132.60450176980126,139.82248978701867
1,19,7.448887757192466,132.24280984287265,139.6916976000651
1,20,8.141558924424237,124.84013803873285,132.98169696315708
1,21,8.026116650861365,134.80591866736538,142.83203531822673
1,22,7.2757133127976035,136.57297240937172,143.8486857221693
1,23,7.852951151420559,130.86820126535434,138.7211524167749
1,24,8.487878789930335,134.09953213144183,142.58741092137217
1,25,9.526774537719314,130.67713609868255,140.20391063640187
1,26,6.756174144470948,134.0541674976387,140.81034164210965
1,27,9.58448810853036,137.40454139467585,146.9890295032062
1,28,7.160262209218901,125.4459088321556,132.6061710413745
1,29,8.487878731794435,137.06491724740673,145.55279597920116
1,30,7.333438407705259,130.00838420962157,137.34182261732684
1,31,7.968395091536572,132.3704227076398,140.33881779917635
1,32,10.39244824530353,132.36666533623082,142.75911358153436
1,33,8.94962189032907,131.52654118483085,140.47616307515992
1,34,6.640717790836824,138.19400185882367,144.83471964966049
1,35,8.199279648114636,140.19634498642455,148.3956246345392
1,36,7.7375058672013015,124.3687764761347,132.106282343336
1,37,6.063418301619866,136.04251079248942,142.10592909410929
1,38,9.52677446290958,130.74444422921647,140.27121869212604
1,39,8.487878666000446,131.81084176236087,140.29872042836132
1,40,8.257000017449966,131.2882869710262,139.54528698847616
1,41,7.622059470576923,135.76245680461457,143.3845162751915
1,42,6.987083363059321,141.35410171450337,148.3411850775627
1,43,7.5066118997082985,136.2742735914014,143.7808854911097
1,44,9.9884753717641,132.96400658909332,142.95248196085743
1,45,7.6220594565497,126.92259008145938,134.54464953800908
1,46,8.199279616167033,129.37401142405807,137.57329104022512
1,47,8.257000015889844,138.12590408503908,146.38290410092893
1,48,6.640717771521233,127.04703782757873,133.68775559909997
1,49,9.526774461675565,135.93270420459035,145.4594786662659
1,50,8.141558912384884,117.25835051238087,125.39990942476575
1,51,8.430159444731121,131.34958754899267,139.7797469937238
1,52,6.352071706356824,139.91378905556417,146.26586076192098
1,53,8.141558917198122,139.24253960397525,147.38409852117337
1,54,8.949621882085474,129.17023686004384,138.1198587421293
1,55,8.026116644104249,143.44037185660358,151.46648850070784
1,56,8.026116647828363,124.56212710084156,132.58824374866992
1,57,8.372439929718018,143.25957699687157,151.63201692658959
1,58,8.199279610122119,137.87323253040526,146.07251214052738
1,59,8.834187840471591,126.15939624152412,134.99358408199572
1,60,8.31472010997817,119.88064883747089,128.19536894744905
1,61,7.448887679939031,123.85713335838666,131.3060210383257
1,62,8.661034579454546,130.60801884237765,139.26905342183218
1,63,6.81390188390989,132.05471804199857,138.86861992590846
1,64,6.121149560110408,130.63657467137776,136.75772423148817
1,65,9.238201843772769,126.44404458213785,135.68224642591062
1,66,9.18048644097438,131.04930855280065,140.22979499377504
1,67,8.776470382085297,125.91277378491519,134.68924416700048
1,68,7.217987865852438,127.77909798616695,134.99708585201938
1,69,7.968395069508508,124.94911834660962,132.91751341611814
1,70,7.795228582933388,125.13731974377977,132.93254832671315
